SessionID,RevenueFlag,VisitorType,TrafficType,Month,Weekend,ProductRelated,ProductRelated_Duration,ProductDepthGroup,ProductDurationGroup,BounceRates,ExitRates,HighBounceSession,HighExitSession
2970,0,Returning_Visitor,2,May,True,313,7428.18158400,50及以上,高,0.00250927,0.01341626,False,False
10169,0,Returning_Visitor,2,Dec,False,312,13379.36658000,50及以上,高,0.00276923,0.01496919,False,False
8416,0,Returning_Visitor,2,Nov,False,311,12500.35306000,50及以上,高,0.00138766,0.01468727,False,False
6104,0,Returning_Visitor,2,Sep,True,310,8468.33927800,50及以上,高,0.00282132,0.01241429,False,False
5846,0,Returning_Visitor,3,Oct,False,305,5018.32828900,50及以上,高,0.00160772,0.00562588,False,False
8656,0,Returning_Visitor,2,Nov,True,292,8282.21450800,50及以上,高,0.00097720,0.00566985,False,False
3562,0,Returning_Visitor,4,May,False,291,12065.18135000,50及以上,高,0.00122631,0.00865951,False,False
11918,0,Returning_Visitor,13,Nov,True,290,11240.97669000,50及以上,高,0.01238258,0.02423763,False,False
11201,0,Returning_Visitor,3,Nov,False,283,9354.48411100,50及以上,高,0.00304374,0.02304170,False,False
7064,0,Returning_Visitor,1,Sep,False,282,4339.92484100,50及以上,高,0.00204082,0.01146109,False,False
11714,0,Returning_Visitor,2,Dec,False,281,14988.59151000,50及以上,高,0.00849891,0.02969717,False,False
9931,0,Returning_Visitor,2,Nov,True,280,9247.38386900,50及以上,高,0.00342466,0.01618420,False,False
11597,0,Returning_Visitor,2,Nov,True,279,9485.37456800,50及以上,高,0.00311382,0.01856189,False,False
9036,0,Returning_Visitor,2,Nov,False,275,9139.49669600,50及以上,高,0.00625000,0.01853950,False,False
6445,0,Returning_Visitor,2,Oct,False,274,5876.45916500,50及以上,高,0.00243116,0.01324055,False,False
10302,0,Returning_Visitor,2,Nov,False,272,7434.74307300,50及以上,高,0.00931255,0.02210850,False,False
7590,0,Returning_Visitor,3,Jul,True,271,12292.46381000,50及以上,高,0.00599520,0.02001083,False,False
10245,0,Returning_Visitor,2,Nov,True,266,9770.81209300,50及以上,高,0.00734886,0.02472016,False,False
11478,0,Returning_Visitor,2,Nov,False,264,10497.15443000,50及以上,高,0.00295026,0.01282554,False,False
7799,0,Returning_Visitor,4,June,False,262,6774.82000000,50及以上,高,0.00042541,0.01306980,False,False
9952,0,Returning_Visitor,1,Dec,False,258,5154.77709300,50及以上,高,0.00231660,0.01167543,False,False
6820,0,Returning_Visitor,3,June,False,258,3637.98567400,50及以上,高,0.00078125,0.00867931,False,False
6798,0,Returning_Visitor,2,Nov,False,256,13453.25103000,50及以上,高,0.00000000,0.00324096,False,False
12153,0,Returning_Visitor,2,Nov,False,254,6308.06379300,50及以上,高,0.00251323,0.01518288,False,False
8726,0,Returning_Visitor,2,Nov,False,251,9297.57548900,50及以上,高,0.01160830,0.02788116,False,False
10913,0,Returning_Visitor,1,Nov,False,247,10415.32566000,50及以上,高,0.01122930,0.02968143,False,False
7293,0,Returning_Visitor,3,Oct,True,246,9227.37142900,50及以上,高,0.00642570,0.02495984,False,False
9249,0,Returning_Visitor,13,Nov,True,245,7569.24861200,50及以上,高,0.00764624,0.01646848,False,False
8018,0,Returning_Visitor,1,Dec,False,241,5194.79857000,50及以上,高,0.00310109,0.01430438,False,False
9484,0,Returning_Visitor,1,Dec,False,238,10340.36916000,50及以上,高,0.00241936,0.01634505,False,False
11556,0,Returning_Visitor,2,Nov,False,237,8956.09750200,50及以上,高,0.00309423,0.01210971,False,False
11097,0,Returning_Visitor,2,Nov,True,231,11246.13379000,50及以上,高,0.00174672,0.01002911,False,False
12123,0,Returning_Visitor,2,Nov,True,231,9230.89083800,50及以上,高,0.00645833,0.02183869,False,False
9861,0,Returning_Visitor,2,Nov,False,230,9648.17709400,50及以上,高,0.00444444,0.01548664,False,False
6047,0,Returning_Visitor,1,June,False,230,9050.45948200,50及以上,高,0.00672269,0.01755845,False,False
6171,0,Returning_Visitor,1,Jul,True,230,6978.61371100,50及以上,高,0.01532763,0.03653071,False,False
9006,0,Returning_Visitor,1,Nov,False,229,8866.16738600,50及以上,高,0.00714373,0.02430415,False,False
11737,0,Returning_Visitor,2,Nov,False,227,12460.67006000,50及以上,高,0.00756914,0.01481978,False,False
8930,0,Returning_Visitor,1,Nov,False,227,6854.60436500,50及以上,高,0.00570175,0.02096078,False,False
6560,0,Returning_Visitor,13,Oct,False,227,3818.30862900,50及以上,高,0.00726496,0.01886343,False,False
5918,0,Returning_Visitor,3,Oct,True,223,2477.53655000,50及以上,高,0.00000000,0.00369408,False,False
9401,0,Returning_Visitor,2,Nov,True,222,9049.53402400,50及以上,高,0.00853623,0.01845745,False,False
11592,0,Returning_Visitor,1,Nov,True,222,8068.74215400,50及以上,高,0.00832579,0.02329814,False,False
12107,0,Returning_Visitor,2,Dec,False,222,6942.78354700,50及以上,高,0.00221239,0.01553656,False,False
6455,0,Returning_Visitor,2,Oct,False,221,3111.36212100,50及以上,高,0.00000000,0.00602056,False,False
2565,0,Returning_Visitor,6,May,False,220,11308.09795000,50及以上,高,0.00169951,0.01241487,False,False
11575,0,Returning_Visitor,1,Nov,False,220,10580.34479000,50及以上,高,0.00476774,0.02214092,False,False
7769,0,Returning_Visitor,1,June,False,219,6747.41449200,50及以上,高,0.00360485,0.02079307,False,False
3760,0,Returning_Visitor,6,May,True,217,4153.27658700,50及以上,高,0.00007090,0.00589350,False,False
6279,0,Returning_Visitor,13,Aug,False,216,14577.08498000,50及以上,高,0.00273973,0.01336885,False,False
10675,0,Returning_Visitor,1,Dec,True,213,8125.85228800,50及以上,高,0.00279070,0.01763170,False,False
8126,0,Returning_Visitor,1,Nov,False,213,7443.40744700,50及以上,高,0.00395833,0.01463379,False,False
6551,0,Returning_Visitor,13,Aug,False,211,7442.38814900,50及以上,高,0.01273585,0.02890134,False,False
12180,0,Returning_Visitor,2,Nov,False,210,8115.84585200,50及以上,高,0.00839867,0.03019318,False,False
10373,0,Returning_Visitor,2,Nov,False,207,5160.45136200,50及以上,高,0.00229665,0.01340729,False,False
2940,0,Returning_Visitor,1,May,False,206,9997.72857100,50及以上,高,0.00143974,0.01074139,False,False
11100,0,Returning_Visitor,2,Nov,False,206,8437.09918800,50及以上,高,0.00000000,0.00625715,False,False
10641,0,Returning_Visitor,3,Nov,True,205,4295.30506600,50及以上,高,0.00174672,0.00880105,False,False
2891,0,Returning_Visitor,4,May,False,204,9143.43571400,50及以上,高,0.00480769,0.01538462,False,False
8522,0,Returning_Visitor,2,Nov,False,204,5209.82036100,50及以上,高,0.00257143,0.01541199,False,False
8928,0,Returning_Visitor,2,Nov,False,200,6867.19384700,50及以上,高,0.00640886,0.02458738,False,False
9165,0,Returning_Visitor,2,Nov,False,200,6671.29014400,50及以上,高,0.00345890,0.01215253,False,False
6863,0,Returning_Visitor,1,Jul,False,198,8006.69520500,50及以上,高,0.00272277,0.01852759,False,False
9964,0,Returning_Visitor,3,Nov,True,197,2915.57142900,50及以上,高,0.00000000,0.00502513,False,False
11401,0,Returning_Visitor,2,Dec,False,195,10044.75756000,50及以上,高,0.00502513,0.02318022,False,False
4227,0,Returning_Visitor,4,May,False,195,7675.14929000,50及以上,高,0.00193754,0.01467358,False,False
1555,0,Returning_Visitor,3,Mar,True,194,6737.27182500,50及以上,高,0.00012376,0.00613861,False,False
5640,0,Returning_Visitor,3,Jul,False,193,7548.63333300,50及以上,高,0.01347150,0.02962003,False,False
7074,0,Returning_Visitor,2,June,False,193,5946.27577700,50及以上,高,0.00000000,0.00888659,False,False
12279,0,Returning_Visitor,1,Nov,False,192,4845.98921400,50及以上,高,0.00541237,0.02209925,False,False
7040,0,Returning_Visitor,1,Aug,True,191,3677.25817600,50及以上,高,0.00910569,0.02430394,False,False
11852,0,Returning_Visitor,2,Nov,False,190,6375.06575300,50及以上,高,0.00938918,0.02021161,False,False
10572,0,Returning_Visitor,3,Dec,False,190,3679.12888200,50及以上,高,0.00000000,0.00595126,False,False
7901,0,Returning_Visitor,1,Aug,False,189,15454.43857000,50及以上,高,0.00728643,0.01988275,False,False
10500,0,Returning_Visitor,2,Nov,False,188,8618.03187200,50及以上,高,0.00345441,0.01976565,False,False
8198,0,Returning_Visitor,2,Nov,False,188,5728.67361100,50及以上,高,0.00340976,0.01638112,False,False
2591,0,Returning_Visitor,2,May,False,187,9487.63916200,50及以上,高,0.00003350,0.01489623,False,False
12191,0,Returning_Visitor,2,Nov,False,187,6338.25663600,50及以上,高,0.00307692,0.02406250,False,False
3766,0,Returning_Visitor,2,May,False,187,4987.68888900,50及以上,高,0.00310881,0.01111859,False,False
11376,0,Returning_Visitor,2,Nov,True,186,8425.87047500,50及以上,高,0.00340314,0.01572151,False,False
9403,0,Returning_Visitor,2,Nov,True,186,5106.26299100,50及以上,高,0.00372340,0.02364224,False,False
5046,0,Returning_Visitor,6,May,False,184,7706.54642900,50及以上,高,0.00208333,0.01379327,False,False
7939,0,Returning_Visitor,20,Oct,False,184,3579.78590000,50及以上,高,0.00000000,0.00381931,False,False
11257,0,Returning_Visitor,2,Dec,False,182,5402.78526000,50及以上,高,0.00096866,0.00682926,False,False
6230,0,Returning_Visitor,1,Aug,False,182,3539.94461500,50及以上,高,0.01020942,0.03352499,False,False
3092,0,Returning_Visitor,4,May,True,181,6842.00251300,50及以上,高,0.00000000,0.00721882,False,False
7524,0,Returning_Visitor,1,Oct,False,181,4287.96060600,50及以上,高,0.00000000,0.01246728,False,False
4789,0,Returning_Visitor,13,May,True,181,4079.53046100,50及以上,高,0.01382199,0.02377301,False,False
5469,0,Returning_Visitor,3,Sep,False,180,6512.01095200,50及以上,高,0.00264550,0.01224868,False,False
4115,0,Returning_Visitor,3,May,False,180,4773.33563800,50及以上,高,0.00053763,0.00860044,False,False
9689,0,Returning_Visitor,2,Nov,True,179,10415.78364000,50及以上,高,0.00255183,0.02087674,False,False
4398,0,Returning_Visitor,4,May,True,179,5996.02500000,50及以上,高,0.01038889,0.03827778,False,False
5997,0,Returning_Visitor,11,Aug,False,179,1738.47252900,50及以上,高,0.00002730,0.02599761,False,False
4938,0,Returning_Visitor,4,May,False,178,4339.53442300,50及以上,高,0.00393906,0.01526317,False,False
10836,0,Returning_Visitor,2,Nov,False,177,4041.73491500,50及以上,高,0.00224719,0.01075976,False,False
11723,0,Returning_Visitor,1,Nov,True,176,7767.32556000,50及以上,高,0.00604520,0.01921263,False,False
7771,0,Returning_Visitor,4,Aug,False,176,6847.73666700,50及以上,高,0.00337079,0.01151685,False,False
4630,0,Returning_Visitor,1,May,True,175,12634.62089000,50及以上,高,0.00115607,0.02213450,False,False
10159,0,Returning_Visitor,1,Dec,False,174,5602.59350600,50及以上,高,0.00000000,0.00905760,False,False
8280,0,Returning_Visitor,8,Nov,False,174,4994.24915000,50及以上,高,0.00602597,0.01584294,False,False
612,0,Returning_Visitor,2,Mar,False,173,6255.01786600,50及以上,高,0.00253133,0.01073715,False,False
9706,0,Returning_Visitor,2,Nov,False,172,7017.19263500,50及以上,高,0.00139665,0.01986537,False,False
7764,0,Returning_Visitor,2,Nov,False,172,4098.69985300,50及以上,高,0.00331492,0.01621474,False,False
3690,0,Returning_Visitor,3,May,False,172,4086.14489700,50及以上,高,0.00055556,0.00960392,False,False
10226,0,Returning_Visitor,10,Dec,False,171,9119.88541300,50及以上,高,0.00441989,0.02162797,False,False
7612,0,Returning_Visitor,2,Sep,False,171,4554.69274400,50及以上,高,0.00225989,0.00406242,False,False
8788,0,Returning_Visitor,2,Dec,False,170,5639.22176000,50及以上,高,0.00245714,0.01109801,False,False
6312,0,Returning_Visitor,2,Nov,False,170,3888.27863600,50及以上,高,0.00000000,0.00451495,False,False
9977,0,Returning_Visitor,8,Nov,True,169,8276.29256500,50及以上,高,0.00240642,0.01605197,False,False
8834,0,Returning_Visitor,2,Nov,True,169,6920.97324300,50及以上,高,0.00526889,0.01676954,False,False
6602,0,Returning_Visitor,1,Aug,True,168,4948.39875900,50及以上,高,0.00663176,0.01352751,False,False
6937,0,Returning_Visitor,1,Jul,False,168,4316.26217100,50及以上,高,0.00357542,0.01867093,False,False
9485,0,Returning_Visitor,2,Nov,False,167,8701.85161700,50及以上,高,0.00240107,0.01247735,False,False
6742,0,Returning_Visitor,2,Jul,False,167,3890.86592400,50及以上,高,0.00233918,0.00965400,False,False
9756,0,Returning_Visitor,3,Dec,False,166,6850.49933500,50及以上,高,0.00000000,0.01754102,False,False
10541,0,Returning_Visitor,1,Nov,False,164,5767.46504300,50及以上,高,0.00363636,0.00934869,False,False
11902,0,Returning_Visitor,1,Dec,False,164,3269.25693300,50及以上,高,0.00658683,0.01290966,False,False
10825,0,Returning_Visitor,2,Dec,False,162,8596.66997900,50及以上,高,0.00507545,0.01234983,False,False
6474,0,Returning_Visitor,6,Sep,False,162,6117.81435900,50及以上,高,0.00000000,0.00396455,False,False
10925,0,Returning_Visitor,1,Nov,False,162,5918.30891500,50及以上,高,0.00479042,0.01925693,False,False
6597,0,Returning_Visitor,1,Oct,False,162,5721.80012300,50及以上,高,0.00114286,0.00909025,False,False
12090,0,Returning_Visitor,1,Nov,False,162,5509.71792800,50及以上,高,0.00190507,0.02198782,False,False
6604,0,Returning_Visitor,3,Jul,False,161,7263.95715700,50及以上,高,0.00359281,0.00772911,False,False
2239,0,Returning_Visitor,6,May,False,160,2418.52904000,50及以上,高,0.00487805,0.01736934,False,False
6957,0,Returning_Visitor,2,Aug,False,160,2006.59312000,50及以上,高,0.00245399,0.01336145,False,False
7894,0,Returning_Visitor,2,June,False,159,6137.14491000,50及以上,高,0.01127674,0.03148996,False,False
2826,0,Returning_Visitor,2,May,False,159,4668.05205100,50及以上,高,0.00569620,0.01628457,False,False
7575,0,Returning_Visitor,2,Jul,False,159,4362.00975200,50及以上,高,0.00120482,0.00866738,False,False
6586,0,Returning_Visitor,4,Oct,True,159,2184.48493800,50及以上,高,0.00185185,0.00558834,False,False
3789,0,Returning_Visitor,2,May,False,159,1905.65275400,50及以上,高,0.00411392,0.01342881,False,False
6137,0,Returning_Visitor,1,Aug,False,158,2110.25509300,50及以上,高,0.00361446,0.00976250,False,False
6323,0,Returning_Visitor,5,June,True,157,16093.30941000,50及以上,高,0.00790329,0.02724745,False,False
3157,0,Returning_Visitor,13,May,False,157,5645.17645500,50及以上,高,0.00269231,0.01384952,False,False
2526,0,Returning_Visitor,4,May,False,157,4643.75595200,50及以上,高,0.00168776,0.01077661,False,False
9919,0,Returning_Visitor,2,Nov,True,156,8613.25731200,50及以上,高,0.00628931,0.01511732,False,False
3913,0,Returning_Visitor,1,May,True,156,5432.83678300,50及以上,高,0.01000992,0.02907473,False,False
4682,0,Returning_Visitor,4,May,False,156,3899.00132800,50及以上,高,0.00017007,0.01125293,False,False
2561,0,Returning_Visitor,5,May,False,154,8038.32530200,50及以上,高,0.00733294,0.02796322,False,False
8873,0,Returning_Visitor,2,Nov,True,154,7838.55659800,50及以上,高,0.00376506,0.01492631,False,False
5972,0,Returning_Visitor,2,Aug,True,154,7835.87462900,50及以上,高,0.01254968,0.02258782,False,False
9781,0,Returning_Visitor,10,Nov,False,154,6759.31192800,50及以上,高,0.00576742,0.02883646,False,False
8331,0,Returning_Visitor,8,Nov,True,154,5253.06944400,50及以上,高,0.00127388,0.00883227,False,False
7809,0,Returning_Visitor,1,Oct,True,154,4800.57476200,50及以上,高,0.01447368,0.03287281,False,False
8886,0,Returning_Visitor,1,Nov,False,154,4755.22405400,50及以上,高,0.00980849,0.02914256,False,False
5029,0,Returning_Visitor,3,May,False,154,4712.76932200,50及以上,高,0.00128205,0.01426721,False,False
2634,0,Returning_Visitor,13,May,False,154,3395.72948400,50及以上,高,0.00766046,0.01225389,False,False
9860,0,Returning_Visitor,3,Nov,False,153,5315.21190500,50及以上,高,0.00617409,0.02058608,False,False
8436,0,Returning_Visitor,1,Dec,False,153,3812.16175300,50及以上,高,0.00301205,0.01376908,False,False
11190,0,Returning_Visitor,1,Nov,False,152,7114.79834100,50及以上,高,0.00259740,0.01070975,False,False
11774,0,Returning_Visitor,2,Nov,False,152,5617.09250500,50及以上,高,0.00359477,0.02743431,False,False
8692,0,Returning_Visitor,10,Nov,False,152,5426.82376400,50及以上,高,0.00522876,0.01875679,False,False
11549,0,Returning_Visitor,2,Nov,True,152,4838.29406000,50及以上,高,0.00304656,0.02252352,False,False
8603,0,Returning_Visitor,1,Nov,True,151,9018.12374100,50及以上,高,0.01282051,0.02459296,False,False
11908,0,Returning_Visitor,2,Dec,False,151,7700.50146100,50及以上,高,0.00259740,0.01278202,False,False
11372,0,Returning_Visitor,2,Dec,False,151,4344.91998600,50及以上,高,0.00253165,0.01196589,False,False
6390,0,Returning_Visitor,3,Jul,False,151,4249.12000000,50及以上,高,0.01340278,0.04116667,False,False
2108,0,Returning_Visitor,15,May,False,151,2564.27815700,50及以上,高,0.00917226,0.02108950,False,False
7415,0,Returning_Visitor,2,June,False,150,5962.20555600,50及以上,高,0.00534591,0.01528302,False,False
7617,0,Returning_Visitor,13,Oct,True,150,4935.53612400,50及以上,高,0.00566449,0.01642701,False,False
2074,0,Returning_Visitor,2,Mar,False,150,4764.42999700,50及以上,高,0.00000000,0.00563672,False,False
9387,0,Returning_Visitor,13,Nov,False,150,4760.77830300,50及以上,高,0.01212528,0.01906886,False,False
2409,0,Returning_Visitor,6,May,False,150,3147.58429400,50及以上,高,0.00554765,0.00606112,False,False
8282,0,Returning_Visitor,2,Nov,False,149,6082.87373900,50及以上,高,0.01152044,0.02724352,False,False
5894,0,Returning_Visitor,1,Sep,False,149,4304.36690500,50及以上,高,0.01025641,0.02799145,False,False
2458,0,Returning_Visitor,1,May,False,149,4107.11965800,50及以上,高,0.00636943,0.01330532,False,False
8094,0,Returning_Visitor,2,Nov,False,148,8629.78369100,50及以上,高,0.00950000,0.01915513,False,False
11829,0,Returning_Visitor,1,Nov,False,148,3486.19444400,50及以上,高,0.00869776,0.01768545,False,False
10037,0,Returning_Visitor,1,Nov,False,147,4254.66666700,50及以上,高,0.00844595,0.01925038,False,False
10229,0,Returning_Visitor,2,Nov,True,146,8150.55671600,50及以上,高,0.00129032,0.01127957,False,False
5426,0,Returning_Visitor,1,May,False,146,7253.67649300,50及以上,高,0.00657051,0.02030577,False,False
8757,0,Returning_Visitor,2,Dec,True,146,3231.85367200,50及以上,高,0.00779221,0.01658692,False,False
7241,0,Returning_Visitor,2,Oct,True,146,2650.78052600,50及以上,高,0.00000000,0.01118421,False,False
2971,0,Returning_Visitor,11,May,True,145,5577.82645600,50及以上,高,0.00268870,0.01187122,False,False
7644,0,Returning_Visitor,1,Aug,False,145,2935.25547700,50及以上,高,0.00136054,0.00570835,False,False
10203,0,Returning_Visitor,2,Nov,False,144,5757.85396100,50及以上,高,0.00296804,0.01403007,False,False
9183,0,Returning_Visitor,13,Nov,False,144,5485.01785700,50及以上,高,0.00551724,0.01650840,False,False
11228,0,Returning_Visitor,2,Nov,False,143,8060.96394800,50及以上,高,0.00292398,0.02079850,False,False
8138,0,Returning_Visitor,1,Nov,True,143,5149.43491900,50及以上,高,0.00419580,0.01448942,False,False
8082,0,Returning_Visitor,1,Nov,False,143,4977.85089300,50及以上,高,0.00873239,0.03897735,False,False
11088,0,Returning_Visitor,2,Nov,False,143,4081.24871800,50及以上,高,0.00272109,0.01562134,False,False
11855,0,Returning_Visitor,1,Nov,True,142,4777.81255400,50及以上,高,0.00566625,0.01970770,False,False
5781,0,Returning_Visitor,13,Jul,False,142,4204.43333300,50及以上,高,0.00972222,0.02134590,False,False
10368,0,Returning_Visitor,2,Nov,False,141,6481.48333300,50及以上,高,0.00000000,0.01998429,False,False
11744,0,Returning_Visitor,2,Dec,False,141,4567.94269600,50及以上,高,0.00294494,0.02119383,False,False
9596,0,Returning_Visitor,2,Dec,False,141,4310.77500000,50及以上,高,0.00140845,0.01389104,False,False
11316,0,Returning_Visitor,1,Dec,False,141,3274.52115400,50及以上,高,0.00000000,0.00839161,False,False
3863,0,Returning_Visitor,3,May,False,141,2886.52352100,50及以上,高,0.00431655,0.01879809,False,False
10577,0,Returning_Visitor,2,Nov,False,141,2834.69761900,50及以上,高,0.00968469,0.02055180,False,False
5830,0,Returning_Visitor,2,Nov,False,141,2623.58086400,50及以上,高,0.00000000,0.00424403,False,False
9882,0,Returning_Visitor,2,Nov,False,141,2596.20476200,50及以上,高,0.00610329,0.02012164,False,False
1557,0,Returning_Visitor,1,Mar,True,140,8961.40767100,50及以上,高,0.00137931,0.01298056,False,False
8966,0,Returning_Visitor,2,Nov,False,140,4817.36954600,50及以上,高,0.00268456,0.00955257,False,False
8727,0,Returning_Visitor,1,Nov,False,140,4096.09015200,50及以上,高,0.00380952,0.01187075,False,False
5586,0,Returning_Visitor,1,Jul,False,140,3252.20047600,50及以上,高,0.00547945,0.02429224,False,False
6655,0,Returning_Visitor,4,Sep,True,140,2810.79715800,50及以上,高,0.00190972,0.01622607,False,False
8425,0,Returning_Visitor,2,Nov,False,140,2404.83100600,50及以上,高,0.00142857,0.00314286,False,False
9573,0,Returning_Visitor,2,Nov,True,139,6566.86756200,50及以上,高,0.00347744,0.01553102,False,False
6297,0,Returning_Visitor,3,Nov,False,139,5286.58757700,50及以上,高,0.00295916,0.01820989,False,False
6195,0,Returning_Visitor,1,Aug,False,139,5107.03492800,50及以上,高,0.01544437,0.04400503,False,False
10106,0,Returning_Visitor,6,Dec,False,139,3891.21428600,50及以上,高,0.00197368,0.01118421,False,False
7178,0,Returning_Visitor,3,June,False,138,6440.23525600,50及以上,高,0.00189125,0.02731665,False,False
9743,0,Returning_Visitor,2,Nov,False,138,4172.11572000,50及以上,高,0.00000000,0.00833721,False,False
7371,0,Returning_Visitor,13,Nov,False,138,4031.56166700,50及以上,高,0.00285714,0.01023809,False,False
9335,0,Returning_Visitor,2,Nov,False,137,4045.72663400,50及以上,高,0.00999310,0.02171057,False,False
11520,0,Returning_Visitor,1,Dec,False,137,3978.62616700,50及以上,高,0.00144928,0.00474638,False,False
885,0,Returning_Visitor,2,Mar,False,137,3909.36829000,50及以上,高,0.00000000,0.00505594,False,False
9895,0,Returning_Visitor,1,Dec,False,137,3770.91607100,50及以上,高,0.00316547,0.01474525,False,False
6285,0,Returning_Visitor,2,Oct,False,137,3004.62810900,50及以上,高,0.00238095,0.01175015,False,False
10255,0,Returning_Visitor,2,Nov,False,137,2668.72504600,50及以上,高,0.00213840,0.02090774,False,False
6690,0,Returning_Visitor,1,Oct,False,136,5944.38737300,50及以上,高,0.01125260,0.03185159,False,False
4001,0,Returning_Visitor,4,May,False,136,4569.90436500,50及以上,高,0.00000000,0.00891253,False,False
12070,0,Returning_Visitor,3,Dec,False,136,4201.50833300,50及以上,高,0.00000000,0.01126508,False,False
9477,0,Returning_Visitor,1,Dec,False,135,5520.17550500,50及以上,高,0.00296296,0.01025814,False,False
8117,0,Returning_Visitor,10,Nov,True,135,4966.52066100,50及以上,高,0.00364964,0.01127795,False,False
4116,0,Returning_Visitor,4,May,False,135,3700.49581500,50及以上,高,0.00466201,0.01462607,False,False
5154,0,Returning_Visitor,1,May,False,134,6897.94242400,50及以上,高,0.00298507,0.00882467,False,False
11173,0,Returning_Visitor,11,Nov,False,134,6732.12441400,50及以上,高,0.00801865,0.02503022,False,False
7747,0,Returning_Visitor,2,Nov,False,134,3410.69759200,50及以上,高,0.00149573,0.00283957,False,False
6942,0,Returning_Visitor,4,June,False,133,10338.67177000,50及以上,高,0.00027604,0.01765727,False,False
11872,0,Returning_Visitor,10,Dec,False,133,5948.99831100,50及以上,高,0.00595745,0.00828996,False,False
9487,0,Returning_Visitor,2,Nov,True,133,4885.04906900,50及以上,高,0.00296296,0.00868919,False,False
12286,0,Returning_Visitor,2,Nov,False,133,3918.36373600,50及以上,高,0.00000000,0.00927536,False,False
9881,0,Returning_Visitor,6,Nov,True,133,3713.58010500,50及以上,高,0.00338200,0.01588974,False,False
3898,0,Returning_Visitor,3,May,False,133,3068.92248700,50及以上,高,0.00489051,0.01224630,False,False
11851,0,Returning_Visitor,10,Dec,False,132,7356.40238100,50及以上,高,0.00451228,0.01757703,False,False
10059,0,Returning_Visitor,2,Nov,False,132,6725.66369000,50及以上,高,0.00373134,0.01286425,False,False
1794,0,Returning_Visitor,2,Mar,False,132,4056.17536900,50及以上,高,0.00588235,0.01928295,False,False
4444,0,Returning_Visitor,4,May,False,132,3083.05097700,50及以上,高,0.00149440,0.00973340,False,False
2825,0,Returning_Visitor,2,May,False,131,9487.94043400,50及以上,高,0.00172662,0.01163249,False,False
11347,0,Returning_Visitor,2,Dec,False,131,6050.88311700,50及以上,高,0.00285714,0.01255756,False,False
