SessionID,RevenueFlag,BehaviorExclPageValuesOutOfSampleScore,BehaviorExclPageValuesScoreSource,PageValuesBenchmarkOutOfSampleScore,PageValuesBenchmarkScoreSource,BehaviorExclPageValuesPercentileAmongUnpurchased,HistoricalHighPotentialTop10Percent
77,1,0.4339876263,train_oof,0.6325721528,train_oof,,False
78,0,0.04065086238,train_oof,0.01001020332,train_oof,0.1262713491,False
79,0,0.00570155592,train_oof,0.008651798924,train_oof,0.02350796392,False
80,0,0.003357348303,test_holdout,0.002031752034,test_holdout,0.01132220303,False
81,0,0.1989099653,test_holdout,0.09181665434,test_holdout,0.3787180963,False
82,0,0.07590995287,train_oof,0.05785614606,train_oof,0.1927653042,False
83,0,0.08163645039,train_oof,0.02624125569,train_oof,0.1999616197,False
84,0,0.160559886,train_oof,0.06620312158,train_oof,0.3186528497,False
85,0,0.02013808615,train_oof,0.01384090423,train_oof,0.07695260027,False
86,0,0.002042381091,train_oof,0.005664175985,train_oof,0.005373248897,False
87,0,0.01943860265,train_oof,0.01430870223,train_oof,0.07522548455,False
88,0,0.046728338,train_oof,0.02777101082,train_oof,0.1390328152,False
89,0,0.1207597394,train_oof,0.05752303121,train_oof,0.2621377855,False
90,0,0.375497014,train_oof,0.1025719694,train_oof,0.6635002879,False
91,0,0.2298771711,train_oof,0.1056842704,train_oof,0.4263097294,False
92,0,0.0236166935,test_holdout,0.02389255008,test_holdout,0.08769909806,False
93,0,0.02519972057,train_oof,0.02863855815,train_oof,0.09048167338,False
94,0,0.7133546604,train_oof,0.2954163116,train_oof,0.9846478603,True
95,0,0.13431626,train_oof,0.05490046258,train_oof,0.2790251391,False
96,0,0.01335910587,train_oof,0.02180586589,train_oof,0.05593935905,False
97,0,0.02823149851,test_holdout,0.01547452552,test_holdout,0.09806179236,False
98,0,0.1010834199,train_oof,0.03418929505,train_oof,0.2320092113,False
99,0,0.04761301677,train_oof,0.04237951149,train_oof,0.14066398,False
100,0,0.184912543,train_oof,0.06889530626,train_oof,0.3573210516,False
101,0,0.4361337789,test_holdout,0.2094065018,test_holdout,0.7587795049,False
102,1,0.2885244185,train_oof,0.6284164793,train_oof,,False
103,0,0.230457856,train_oof,0.1029602178,train_oof,0.4268854347,False
104,0,0.3572934687,train_oof,0.1543217186,train_oof,0.6313567453,False
105,0,0.3053791716,train_oof,0.09795739705,train_oof,0.5474956822,False
106,0,0.02966195238,train_oof,0.02328975972,train_oof,0.1016119747,False
107,0,0.08955515731,train_oof,0.04369865195,train_oof,0.2121473805,False
108,0,0.01474706437,train_oof,0.01068703171,train_oof,0.06121665707,False
109,0,0.0333923115,test_holdout,0.02901708225,test_holdout,0.1105354059,False
110,0,0.4135961588,train_oof,0.265854065,train_oof,0.7240452888,False
111,0,0.09575142652,train_oof,0.06270284506,train_oof,0.2245250432,False
112,0,0.00783623106,train_oof,0.01525770928,train_oof,0.03406255997,False
113,0,0.005947797732,train_oof,0.009948152426,train_oof,0.02456342353,False
114,0,0.2868792578,train_oof,0.1180923335,train_oof,0.5183266168,False
115,0,0.2257980398,train_oof,0.07846132389,train_oof,0.4193053157,False
116,0,0.2900962939,train_oof,0.09142321181,train_oof,0.5240836692,False
117,0,0.1663314911,train_oof,0.06420770503,train_oof,0.3281519862,False
118,0,0.1274602408,train_oof,0.04807706117,train_oof,0.2720207254,False
119,0,0.0435528065,train_oof,0.02706735272,train_oof,0.1331798119,False
120,0,0.08975685331,test_holdout,0.05442265663,test_holdout,0.212531184,False
121,0,0.1020954666,test_holdout,0.0641898404,test_holdout,0.2334484744,False
122,0,0.09574195043,train_oof,0.03777548736,train_oof,0.2244290923,False
123,0,0.1502575504,train_oof,0.08492551895,train_oof,0.3025331031,False
124,0,0.04679058959,train_oof,0.02338658932,train_oof,0.1393206678,False
125,0,0.09330008282,train_oof,0.05062334717,train_oof,0.2196315486,False
126,0,0.001736451339,train_oof,0.0009970274947,train_oof,0.003933985799,False
127,0,0.08212970791,train_oof,0.03000007371,train_oof,0.2007292266,False
128,0,0.07107948082,train_oof,0.02587811187,train_oof,0.1826904625,False
129,0,0.4629207026,test_holdout,0.1503426801,test_holdout,0.7948570332,False
130,0,0.01650299802,test_holdout,0.0138049394,test_holdout,0.06639800422,False
131,0,0.1161505763,train_oof,0.08514764632,train_oof,0.2564766839,False
132,0,0.2858973472,train_oof,0.117788849,train_oof,0.5167914028,False
133,0,0.007236591384,train_oof,0.006138830499,train_oof,0.03204759163,False
134,0,0.1929944583,test_holdout,0.07670329637,test_holdout,0.3693149108,False
135,0,0.2565129509,train_oof,0.117716828,train_oof,0.4675686049,False
136,0,0.1585823611,train_oof,0.06551685344,train_oof,0.3160621762,False
137,0,0.1810463644,test_holdout,0.09513282267,test_holdout,0.3512761466,False
138,0,0.08210039838,train_oof,0.06993805578,train_oof,0.2006332758,False
139,0,0.01151150748,train_oof,0.006563461572,train_oof,0.04912684705,False
140,0,0.3391476218,train_oof,0.09047306127,train_oof,0.6004605642,False
141,0,0.01046585061,test_holdout,0.006912864281,test_holdout,0.04471310689,False
142,0,0.1807048123,train_oof,0.06093699444,train_oof,0.3503166379,False
143,0,0.3504762428,train_oof,0.2158232884,train_oof,0.6190750336,False
144,0,0.004031906723,test_holdout,0.00688988002,test_holdout,0.01496833621,False
145,0,0.5061761165,train_oof,0.1627578971,train_oof,0.8539627711,False
146,0,0.06684487323,train_oof,0.04888349599,train_oof,0.1756860487,False
147,0,0.1802709685,train_oof,0.08086593577,train_oof,0.34945308,False
148,0,0.0754932585,train_oof,0.043159289,train_oof,0.1923815007,False
149,0,0.146845226,test_holdout,0.04600517064,test_holdout,0.297255805,False
150,0,0.1473123043,train_oof,0.07020837935,train_oof,0.2976396085,False
151,0,0.1860145779,test_holdout,0.04077516119,test_holdout,0.358568413,False
152,0,0.008555430807,test_holdout,0.00945852193,test_holdout,0.03770869315,False
153,0,0.02231484966,train_oof,0.01962182669,train_oof,0.08453271925,False
154,0,0.1540748821,train_oof,0.05337111216,train_oof,0.3084820572,False
155,0,0.1249160917,train_oof,0.0481082911,train_oof,0.2686624448,False
156,0,0.1214990547,train_oof,0.05893054532,train_oof,0.2632891959,False
157,0,0.0194555782,test_holdout,0.01867178967,test_holdout,0.07532143543,False
158,0,0.06268954736,test_holdout,0.02612034485,test_holdout,0.1680099789,False
159,0,0.003373547769,train_oof,0.003861264348,train_oof,0.01170600652,False
160,0,0.005436421877,train_oof,0.003489711454,train_oof,0.02158894646,False
161,0,0.2729574657,train_oof,0.09058571008,train_oof,0.4962579159,False
162,0,0.1850657004,test_holdout,0.1479465949,test_holdout,0.3575129534,False
163,0,0.3999336642,train_oof,0.1140109605,train_oof,0.69890616,False
164,0,0.1576925321,train_oof,0.07333465361,train_oof,0.3151026674,False
165,0,0.1803644107,test_holdout,0.05336312655,test_holdout,0.3496449818,False
166,0,0.1500443034,train_oof,0.06563715234,train_oof,0.3015735943,False
167,0,0.0225463462,test_holdout,0.01847228573,test_holdout,0.08520437536,False
168,0,0.01258143645,train_oof,0.007418718478,train_oof,0.05306083285,False
169,0,0.05808434014,train_oof,0.05012077939,train_oof,0.160333909,False
170,0,0.2489502928,train_oof,0.08756124046,train_oof,0.456150451,False
171,0,0.3353291957,train_oof,0.1353589137,train_oof,0.5936480522,False
172,0,0.08708393176,train_oof,0.03744463644,train_oof,0.2076376895,False
173,0,0.01313354664,train_oof,0.01139145649,train_oof,0.05536365381,False
174,0,0.02391954976,train_oof,0.02477196081,train_oof,0.0882748033,False
175,0,0.2972655166,train_oof,0.1142116495,train_oof,0.5355018231,False
176,0,0.3120152863,train_oof,0.09083088388,train_oof,0.5570907695,False
177,0,0.3567960647,train_oof,0.09725994524,train_oof,0.6304931875,False
178,0,0.2157207138,train_oof,0.09616641798,train_oof,0.4052005373,False
179,0,0.009926751482,train_oof,0.005276661365,train_oof,0.0428900403,False
180,0,0.1020666251,train_oof,0.09912640497,train_oof,0.2333525235,False
181,0,0.2776770473,train_oof,0.1380484356,train_oof,0.5034542314,False
182,0,0.01564749089,train_oof,0.01566832489,train_oof,0.06409518327,False
183,0,0.02397365674,train_oof,0.02445938759,train_oof,0.08856265592,False
184,0,0.1129657286,train_oof,0.04948369137,train_oof,0.2515831894,False
185,0,0.2574160628,train_oof,0.177440568,train_oof,0.4691997697,False
186,0,0.135137512,train_oof,0.6076991479,train_oof,0.2810401075,False
187,0,0.5353574948,train_oof,0.1119230472,train_oof,0.8851468048,False
188,0,0.5118937494,train_oof,0.2101873458,train_oof,0.8607752831,False
189,1,0.5030602503,train_oof,0.5678309917,train_oof,,False
190,0,0.4945341532,train_oof,0.7509002038,train_oof,0.8382268279,False
191,0,0.002936688999,train_oof,0.002387245962,train_oof,0.009403185569,False
192,0,0.2273231169,train_oof,0.1331989527,train_oof,0.4216081366,False
193,0,0.2455191926,train_oof,0.08639232921,train_oof,0.4499136442,False
194,0,0.02407726672,test_holdout,0.004928371172,test_holdout,0.08885050854,False
195,0,0.1824834889,test_holdout,0.1005861708,test_holdout,0.3537708693,False
196,0,0.2811104932,train_oof,0.1540444501,train_oof,0.5093072347,False
197,1,0.5448083567,train_oof,0.7351236002,train_oof,,False
198,0,0.263965527,train_oof,0.1159435297,train_oof,0.4797543658,False
199,1,0.6545210941,train_oof,0.8876282829,train_oof,,False
200,1,0.5440601595,test_holdout,0.7975118578,test_holdout,,False
201,1,0.5975847265,train_oof,0.8346376691,train_oof,,False
202,0,0.05570995946,train_oof,0.02668354838,train_oof,0.1554404145,False
203,0,0.266071906,train_oof,0.08780352419,train_oof,0.4838802533,False
204,0,0.0260509414,train_oof,0.03435299313,train_oof,0.09268854347,False
205,0,0.2142828792,train_oof,0.07551833991,train_oof,0.4021301094,False
206,0,0.4329242263,test_holdout,0.1273625519,test_holdout,0.752638649,False
207,1,0.4626267457,train_oof,0.7997994183,train_oof,,False
208,0,0.3681393734,train_oof,0.1612803209,train_oof,0.649779313,False
209,0,0.1215877477,train_oof,0.06897369217,train_oof,0.2635770486,False
210,0,0.09061314504,train_oof,0.05134766433,train_oof,0.214834005,False
211,0,0.1341673909,train_oof,0.1106484454,train_oof,0.2787372865,False
212,0,0.1181072012,test_holdout,0.03395186466,test_holdout,0.2590673575,False
213,0,0.05732974231,train_oof,0.05053051733,train_oof,0.1587027442,False
214,0,0.286628035,train_oof,0.1210455203,train_oof,0.518134715,False
215,0,0.3088302048,train_oof,0.1738852824,train_oof,0.5530608329,False
216,0,0.4179847042,test_holdout,0.1327296469,test_holdout,0.7302820956,False
217,0,0.2324671964,test_holdout,0.1615124228,test_holdout,0.42966801,False
218,0,0.3318231594,train_oof,0.09935464395,train_oof,0.5887545577,False
219,0,0.1012318471,train_oof,0.05674269363,train_oof,0.2324889656,False
220,0,0.03100603713,train_oof,0.02771671356,train_oof,0.1049702552,False
221,1,0.2673728196,train_oof,0.7693818791,train_oof,,False
222,0,0.00299014205,train_oof,0.0003999675589,train_oof,0.009499136442,False
223,0,0.01030045937,train_oof,0.01387006081,train_oof,0.0439454999,False
224,0,0.2936099688,test_holdout,0.1132517531,test_holdout,0.5296488198,False
225,0,0.4331297617,train_oof,0.1573251294,train_oof,0.7531184034,False
226,0,0.03546038251,train_oof,0.02565953363,train_oof,0.1156208021,False
227,0,0.389535821,train_oof,0.09092639483,train_oof,0.6834580695,False
228,0,0.08451784282,train_oof,0.02110858377,train_oof,0.2039915563,False
229,1,0.2793634887,train_oof,0.7406860244,train_oof,,False
230,0,0.204332397,train_oof,0.06775329877,train_oof,0.3870658223,False
231,0,0.4161166773,train_oof,0.6952910133,train_oof,0.727691422,False
232,0,0.5754330265,train_oof,0.1280745241,train_oof,0.9186336596,True
233,0,0.1037465754,train_oof,0.04497693093,train_oof,0.2361350988,False
234,0,0.5516416227,train_oof,0.7913506935,train_oof,0.8994434849,False
235,0,0.1936425968,train_oof,0.1033953781,train_oof,0.3705622721,False
236,0,0.2397422493,test_holdout,0.1287321794,test_holdout,0.4414699674,False
237,0,0.448864057,test_holdout,0.1258519737,test_holdout,0.7761466129,False
238,0,0.3323113911,train_oof,0.127594377,train_oof,0.5893302629,False
239,0,0.2768788561,train_oof,0.09022532433,train_oof,0.5016311648,False
240,0,0.112520574,train_oof,0.04680448321,train_oof,0.2507196315,False
241,0,0.3766920945,train_oof,0.1528480158,train_oof,0.6652274036,False
242,0,0.2327435785,train_oof,0.09092756508,train_oof,0.4301477643,False
243,0,0.156622519,train_oof,0.05830748493,train_oof,0.3129917482,False
244,0,0.2409144295,test_holdout,0.1268226992,test_holdout,0.4428132796,False
245,0,0.392322655,train_oof,0.1236169587,train_oof,0.6867203992,False
246,0,0.1771510941,train_oof,0.05184877962,train_oof,0.3440798311,False
247,0,0.112772764,test_holdout,0.03015090539,test_holdout,0.2511993859,False
248,0,0.1599219401,test_holdout,0.07819524866,test_holdout,0.3175973901,False
249,1,0.4789048635,train_oof,0.620942463,train_oof,,False
250,0,0.470741795,train_oof,0.2006566083,train_oof,0.8067549415,False
251,0,0.3217211737,train_oof,0.1410671733,train_oof,0.5725388601,False
252,0,0.1828947461,train_oof,0.09792813256,train_oof,0.3544425254,False
253,0,0.001690455871,train_oof,0.0004674541694,train_oof,0.00364613318,False
254,0,0.009042426009,train_oof,0.01445638213,train_oof,0.03953175974,False
255,0,0.01286824696,train_oof,0.01191822147,train_oof,0.05421224333,False
256,0,0.4100874136,train_oof,0.09943586935,train_oof,0.7168489733,False
257,0,0.1065248698,train_oof,0.07622774237,train_oof,0.239781232,False
258,0,0.3463885364,train_oof,0.223818507,train_oof,0.6128382268,False
259,0,0.2910149748,train_oof,0.09252818379,train_oof,0.5258107849,False
260,0,0.2635469401,train_oof,0.147928675,train_oof,0.4786989062,False
261,0,0.2568393555,train_oof,0.1066108799,train_oof,0.4680483592,False
262,0,0.01342738842,test_holdout,0.01186336636,test_holdout,0.05632316254,False
263,1,0.596345672,train_oof,0.7054333766,train_oof,,False
264,0,0.03685869815,train_oof,0.02652666186,train_oof,0.1186912301,False
265,0,0.2992469853,train_oof,0.08952648247,train_oof,0.5382843984,False
266,1,0.51600125,train_oof,0.7804851252,train_oof,,False
267,0,0.2399891007,train_oof,0.07488901211,train_oof,0.44175782,False
268,0,0.02120304175,train_oof,0.01189985226,train_oof,0.08127038956,False
269,0,0.1968610824,train_oof,0.05413304896,train_oof,0.3761274228,False
270,0,0.1384822089,test_holdout,0.05979693956,test_holdout,0.285933602,False
271,0,0.126659772,train_oof,0.06201262425,train_oof,0.2706774132,False
272,0,0.05461791621,train_oof,0.05135271553,train_oof,0.1536173479,False
273,0,0.3756464254,train_oof,0.2051716436,train_oof,0.6637881405,False
274,0,0.4414867619,train_oof,0.1231935836,train_oof,0.7672231817,False
275,0,0.1305770074,test_holdout,0.07826966813,test_holdout,0.2752830551,False
276,0,0.03685196409,train_oof,0.01647110628,train_oof,0.1185952792,False
277,1,0.2372381601,train_oof,0.6803932123,train_oof,,False
278,0,0.104209331,test_holdout,0.06604160204,test_holdout,0.2369027058,False
279,0,0.2634670707,train_oof,0.08836362157,train_oof,0.4786029553,False
280,0,0.1820421088,train_oof,0.05176673196,train_oof,0.3532911149,False
281,0,0.05956053876,train_oof,0.01756615256,train_oof,0.1631164844,False
282,1,0.2646218006,train_oof,0.7845050277,train_oof,,False
283,0,0.3582805845,train_oof,0.4766011277,train_oof,0.6331798119,False
284,0,0.03626725283,train_oof,0.0138954503,train_oof,0.1173479179,False
285,0,0.1711261088,train_oof,0.09467313573,train_oof,0.335828056,False
286,0,0.1927465243,test_holdout,0.05067852308,test_holdout,0.3684513529,False
287,0,0.004459276359,train_oof,0.001430194335,train_oof,0.01722318173,False
288,0,0.2533388577,test_holdout,0.08527763442,test_holdout,0.4625791595,False
289,0,0.4513573258,train_oof,0.188871875,train_oof,0.7799846479,False
290,0,0.02330851433,train_oof,0.02023375771,train_oof,0.08702744195,False
291,0,0.3245226289,train_oof,0.09437176678,train_oof,0.5787756669,False
292,0,0.3566452495,train_oof,0.08957163748,train_oof,0.6303012857,False
293,0,0.1240825532,train_oof,0.04146166956,train_oof,0.2674150835,False
294,0,0.001030256821,test_holdout,0.00468129763,test_holdout,0.001007484168,False
295,1,0.5448870479,train_oof,0.8621231717,train_oof,,False
296,1,0.1967839885,test_holdout,0.7460462701,test_holdout,,False
297,0,0.3027661149,train_oof,0.08426969528,train_oof,0.5442333525,False
298,0,0.364428704,train_oof,0.09491290782,train_oof,0.6425829975,False
299,0,0.00810050725,train_oof,0.006767680883,train_oof,0.03622145462,False
300,0,0.07825457477,test_holdout,0.02839793036,test_holdout,0.1958357321,False
301,0,0.463942284,train_oof,0.1288715448,train_oof,0.7959124928,False
302,0,0.342666606,train_oof,0.0845855792,train_oof,0.6066014201,False
303,0,0.006760436832,train_oof,0.003094711759,train_oof,0.02868931107,False
304,0,0.08886188208,test_holdout,0.02067673454,test_holdout,0.2109000192,False
305,0,0.007967084739,train_oof,0.006293351483,train_oof,0.03511801957,False
306,0,0.04619361169,train_oof,0.02140070176,train_oof,0.1385530608,False
307,0,0.01880259008,train_oof,0.01426816703,train_oof,0.07311456534,False
308,0,0.007363432333,train_oof,0.004521162071,train_oof,0.032527346,False
309,0,0.1534724138,train_oof,0.08470167348,train_oof,0.307138745,False
310,0,0.326612921,train_oof,0.1103049545,train_oof,0.5812703896,False
311,0,0.1943480323,train_oof,0.1003354327,train_oof,0.3718096335,False
312,0,0.03194542635,train_oof,0.01338050356,train_oof,0.1073690271,False
313,0,0.1191747995,test_holdout,0.07132870044,test_holdout,0.2603147189,False
314,0,0.3078832662,train_oof,0.1243914385,train_oof,0.5515256189,False
315,0,0.517515672,train_oof,0.1526306012,train_oof,0.8663404337,False
316,0,0.5477642353,train_oof,0.1940263238,train_oof,0.8964690079,False
317,0,0.0261521694,train_oof,0.01261486185,train_oof,0.09297639609,False
318,0,0.4734932565,train_oof,0.1674824399,train_oof,0.8096334677,False
319,0,0.1559499041,train_oof,0.09164731665,train_oof,0.3123200921,False
320,0,0.3469974668,test_holdout,0.1000916845,test_holdout,0.6141815391,False
321,1,0.2756501756,test_holdout,0.5757344583,test_holdout,,False
322,0,0.05965056259,test_holdout,0.0208699403,test_holdout,0.1636921896,False
323,0,0.1479548237,train_oof,0.05765351548,train_oof,0.2982153138,False
324,0,0.540393196,train_oof,0.1697959457,train_oof,0.8899443485,False
325,0,0.4846347888,train_oof,0.1966233952,train_oof,0.8236422951,False
326,0,0.1781237534,test_holdout,0.08897444971,test_holdout,0.345710996,False
327,0,0.1742487487,train_oof,0.1318652701,train_oof,0.3395701401,False
328,0,0.1446398312,train_oof,0.07547282933,train_oof,0.2939934753,False
329,0,0.1753116559,train_oof,0.04681036167,train_oof,0.3415851084,False
330,0,0.1743347136,train_oof,0.08833416191,train_oof,0.3397620418,False
331,0,0.007122844195,train_oof,0.004441301936,train_oof,0.03099213203,False
332,0,0.5066387241,train_oof,0.1562321639,train_oof,0.8544425254,False
333,0,0.3008529278,train_oof,0.1252072057,train_oof,0.5409710228,False
334,0,0.3386553515,train_oof,0.08364588106,train_oof,0.5995010555,False
335,0,0.4183612094,train_oof,0.1907496872,train_oof,0.7307618499,False
336,0,0.2073942601,train_oof,0.07346200432,train_oof,0.3917674151,False
337,0,0.2186106363,test_holdout,0.06352445824,test_holdout,0.4089426214,False
338,0,0.4066336767,train_oof,0.112020146,train_oof,0.7116676262,False
339,0,0.07344305121,train_oof,0.04841644308,train_oof,0.1874880061,False
340,0,0.4483041856,train_oof,0.1280303675,train_oof,0.7751871042,False
341,0,0.07372038258,train_oof,0.03221692907,train_oof,0.1878718096,False
342,0,0.00743777994,train_oof,0.004656259109,train_oof,0.03281519862,False
343,0,0.05701117317,train_oof,0.04321482138,train_oof,0.1579351372,False
344,0,0.142385385,train_oof,0.05910919429,train_oof,0.2906351948,False
345,0,0.004643747708,train_oof,0.000933317371,train_oof,0.01813471503,False
346,0,0.1445726543,train_oof,0.09837633284,train_oof,0.2938015736,False
347,0,0.09144432064,train_oof,0.04085389571,train_oof,0.216369219,False
348,0,0.3647702833,train_oof,0.09760498454,train_oof,0.6433506045,False
349,0,0.4939290304,test_holdout,0.1481124067,test_holdout,0.8367875648,False
350,0,0.2385165028,train_oof,0.09991324891,train_oof,0.4395509499,False
351,0,0.3857285227,train_oof,0.127030456,train_oof,0.6783726732,False
352,0,0.08628678416,train_oof,0.02562489684,train_oof,0.2061984264,False
353,0,0.4030219586,train_oof,0.7724197328,train_oof,0.7039915563,False
354,0,0.5681978461,train_oof,0.1606644883,train_oof,0.9120130493,True
355,0,0.4374122922,train_oof,0.08133312444,train_oof,0.7611782767,False
356,1,0.3887487526,train_oof,0.7082659404,train_oof,,False
357,0,0.006552533089,train_oof,0.003770576944,train_oof,0.02763385147,False
358,0,0.19768745,train_oof,0.07102016931,train_oof,0.3768950297,False
359,0,0.5161550801,test_holdout,0.111999762,test_holdout,0.865380925,False
360,0,0.01345309981,train_oof,0.01042427368,train_oof,0.05651506429,False
361,0,0.3832089705,test_holdout,0.07880857627,test_holdout,0.6741508348,False
362,0,0.03943039996,test_holdout,0.02338544063,test_holdout,0.1238725772,False
363,0,0.1072714627,train_oof,0.08792483,train_oof,0.2418921512,False
364,0,0.1780705758,train_oof,0.0743535235,train_oof,0.3455190942,False
365,0,0.3581659984,train_oof,0.1020512882,train_oof,0.6327960084,False
366,1,0.2975896046,train_oof,0.6748648162,train_oof,,False
367,0,0.05068825042,test_holdout,0.03487476249,test_holdout,0.1460372289,False
368,0,0.4138012728,train_oof,0.6528920371,train_oof,0.7245250432,False
369,0,0.2539494088,train_oof,0.2008791002,train_oof,0.4637305699,False
370,0,0.2460975166,train_oof,0.09712791601,train_oof,0.4509691038,False
371,0,0.2566726402,train_oof,0.09202963488,train_oof,0.4677605066,False
372,0,0.07474179372,train_oof,0.02642042778,train_oof,0.1914219919,False
