SessionID,RevenueFlag,EarlyPropensityScore,EarlyDecisionThreshold,EarlyPredictedPurchase,LatePropensityScore,LateDecisionThreshold,LatePredictedPurchase,EarlyPropensityPercentileAmongUnpurchased,HighPotentialTop10Percent
121,0,0.117859998,0.439818181,0,0.04585455593,0.5570019246,0,0.2773939743,False
122,0,0.06814007972,0.439818181,0,0.03306516417,0.5570019246,0,0.1913260411,False
123,0,0.1536635896,0.439818181,0,0.08690068913,0.5570019246,0,0.333621186,False
124,0,0.0178656384,0.439818181,0,0.02010874485,0.5570019246,0,0.07781615813,False
125,0,0.09137176943,0.439818181,0,0.05781387304,0.5570019246,0,0.232201113,False
126,0,0.001384304801,0.439818181,0,0.003086899515,0.5570019246,0,0.005948954135,False
127,0,0.07459073691,0.439818181,0,0.02467314575,0.5570019246,0,0.2033199002,False
128,0,0.04860204943,0.439818181,0,0.03304689417,0.5570019246,0,0.1518902322,False
129,0,0.4205024158,0.439818181,0,0.1628952911,0.5570019246,0,0.8055075801,False
130,0,0.01514185533,0.439818181,0,0.007781760106,0.5570019246,0,0.06783726732,False
131,0,0.0876020092,0.439818181,0,0.04137490981,0.5570019246,0,0.2245250432,False
132,0,0.2664651849,0.439818181,0,0.1246232667,0.5570019246,0,0.5349261178,False
133,0,0.01302326669,0.439818181,0,0.01182682584,0.5570019246,0,0.06006524659,False
134,0,0.1705848096,0.439818181,0,0.05248936493,0.5570019246,0,0.3618307427,False
135,0,0.2065442727,0.439818181,0,0.08212795591,0.5570019246,0,0.4257340242,False
136,0,0.1116285623,0.439818181,0,0.06650458611,0.5570019246,0,0.2659758204,False
137,0,0.1562570681,0.439818181,0,0.07259030376,0.5570019246,0,0.3368835156,False
138,0,0.08350091186,0.439818181,0,0.04776395689,0.5570019246,0,0.2187679908,False
139,0,0.004877092977,0.439818181,0,0.01271396988,0.5570019246,0,0.02542698139,False
140,0,0.2809522033,0.439818181,0,0.09099564926,0.5570019246,0,0.5602571483,False
141,0,0.01310731703,0.439818181,0,0.01040238968,0.5570019246,0,0.06035309921,False
142,0,0.0949808959,0.439818181,0,0.03102742938,0.5570019246,0,0.2377662637,False
143,0,0.3554553106,0.439818181,0,0.1681299616,0.5570019246,0,0.699673767,False
144,0,0.003035817144,0.439818181,0,0.001792871942,0.5570019246,0,0.01516023796,False
145,0,0.4377959635,0.439818181,0,0.1571198332,0.5570019246,0,0.8263289196,False
146,0,0.06039670754,0.439818181,0,0.05790913291,0.5570019246,0,0.1769334101,False
147,0,0.1561352086,0.439818181,0,0.03754525451,0.5570019246,0,0.3366916139,False
148,0,0.07292431271,0.439818181,0,0.03589920257,0.5570019246,0,0.1994818653,False
149,0,0.1263557868,0.439818181,0,0.02847194945,0.5570019246,0,0.2898675878,False
150,0,0.1397634634,0.439818181,0,0.05905207067,0.5570019246,0,0.3115524851,False
151,0,0.1699670162,0.439818181,0,0.05139201461,0.5570019246,0,0.3607752831,False
152,0,0.008159954239,0.439818181,0,0.008477418625,0.5570019246,0,0.04029936672,False
153,0,0.01043760424,0.439818181,0,0.01347670733,0.5570019246,0,0.05066206102,False
154,0,0.1046389239,0.439818181,0,0.03586413264,0.5570019246,0,0.2535981577,False
155,0,0.09078060799,0.439818181,0,0.03449295747,0.5570019246,0,0.2310497026,False
156,0,0.09946490739,0.439818181,0,0.04264490729,0.5570019246,0,0.2451544809,False
157,0,0.02555154775,0.439818181,0,0.01972685745,0.5570019246,0,0.09834964498,False
158,0,0.05554639729,0.439818181,0,0.020777258,0.5570019246,0,0.1656112071,False
159,0,0.00091601506,0.439818181,0,0.001686338345,0.5570019246,0,0.0019669929,False
160,0,0.01302326669,0.439818181,0,0.01182682584,0.5570019246,0,0.06006524659,False
161,0,0.2002835923,0.439818181,0,0.06140808513,0.5570019246,0,0.414507772,False
162,0,0.1655779941,0.439818181,0,0.08510061036,0.5570019246,0,0.3533870658,False
163,0,0.3073712081,0.439818181,0,0.1194174399,0.5570019246,0,0.611974669,False
164,0,0.08959497188,0.439818181,0,0.03442288619,0.5570019246,0,0.2282671272,False
165,0,0.1561430322,0.439818181,0,0.03412718068,0.5570019246,0,0.3367875648,False
166,0,0.1151581906,0.439818181,0,0.05757275359,0.5570019246,0,0.2725004798,False
167,0,0.03879794649,0.439818181,0,0.01981089733,0.5570019246,0,0.1325081558,False
168,0,0.01023586465,0.439818181,0,0.00688438867,0.5570019246,0,0.04941469967,False
169,0,0.07452654862,0.439818181,0,0.03861767923,0.5570019246,0,0.2030320476,False
170,0,0.2552833413,0.439818181,0,0.07444826147,0.5570019246,0,0.5131452696,False
171,0,0.332301477,0.439818181,0,0.1044106039,0.5570019246,0,0.6593744003,False
172,0,0.07946534141,0.439818181,0,0.03069376166,0.5570019246,0,0.2112838227,False
173,0,0.01054486445,0.439818181,0,0.001615318491,0.5570019246,0,0.05085396277,False
174,0,0.00966104507,0.439818181,0,0.007402530195,0.5570019246,0,0.04634427173,False
175,0,0.3060818004,0.439818181,0,0.0957683055,0.5570019246,0,0.6093839954,False
176,0,0.2937671597,0.439818181,0,0.09457837527,0.5570019246,0,0.5845327192,False
177,0,0.2609975163,0.439818181,0,0.07511693518,0.5570019246,0,0.5239877183,False
178,0,0.2710407543,0.439818181,0,0.1011541244,0.5570019246,0,0.5415467281,False
179,0,0.01302326669,0.439818181,0,0.01182682584,0.5570019246,0,0.06006524659,False
180,0,0.1017073866,0.439818181,0,0.06032900786,0.5570019246,0,0.2489925158,False
181,0,0.2573048926,0.439818181,0,0.1092117943,0.5570019246,0,0.5174630589,False
182,0,0.005561903981,0.439818181,0,0.004769649906,0.5570019246,0,0.02916906544,False
183,0,0.01283013478,0.439818181,0,0.01017810605,0.5570019246,0,0.05920168874,False
184,0,0.06555202459,0.439818181,0,0.05068183524,0.5570019246,0,0.1857608904,False
185,0,0.248486556,0.439818181,0,0.1257914199,0.5570019246,0,0.5011514105,False
186,0,0.1428260035,0.439818181,0,0.6214315302,0.5570019246,1,0.3159662253,False
187,0,0.5205279442,0.439818181,1,0.103169871,0.5570019246,0,0.9132604107,True
188,0,0.4054744513,0.439818181,0,0.1663002628,0.5570019246,0,0.7846862406,False
189,1,0.6793931714,0.439818181,1,0.7467837586,0.5570019246,1,,False
190,0,0.3504363414,0.439818181,0,0.6493159048,0.5570019246,1,0.6916138937,False
191,0,0.001781130997,0.439818181,0,0.001264449002,0.5570019246,0,0.008731529457,False
192,0,0.1894316433,0.439818181,0,0.1158788535,0.5570019246,0,0.3936864325,False
193,0,0.2688422235,0.439818181,0,0.06423978189,0.5570019246,0,0.5381884475,False
194,0,0.02057421841,0.439818181,0,0.006823555638,0.5570019246,0,0.08625983496,False
195,0,0.1642947838,0.439818181,0,0.07694358335,0.5570019246,0,0.3507004414,False
196,0,0.2470495316,0.439818181,0,0.125226205,0.5570019246,0,0.4980809825,False
197,1,0.6814540155,0.439818181,1,0.856690487,0.5570019246,1,,False
198,0,0.2024776388,0.439818181,0,0.08886927605,0.5570019246,0,0.4190174631,False
199,1,0.7773032226,0.439818181,1,0.9403544397,0.5570019246,1,,False
200,1,0.6842713012,0.439818181,1,0.8813997207,0.5570019246,1,,False
201,1,0.6958209205,0.439818181,1,0.8870661292,0.5570019246,1,,False
202,0,0.036104075,0.439818181,0,0.0183217941,0.5570019246,0,0.1257915947,False
203,0,0.2093720307,0.439818181,0,0.06595152001,0.5570019246,0,0.4305315678,False
204,0,0.07341703786,0.439818181,0,0.04231439458,0.5570019246,0,0.2005373249,False
205,0,0.2018541426,0.439818181,0,0.06438492471,0.5570019246,0,0.4174822491,False
206,0,0.4096652803,0.439818181,0,0.1007226451,0.5570019246,0,0.7909230474,False
207,1,0.6342508965,0.439818181,1,0.8635719138,0.5570019246,1,,False
208,0,0.3596300157,0.439818181,0,0.09350338713,0.5570019246,0,0.7079255421,False
209,0,0.07071636856,0.439818181,0,0.05305181157,0.5570019246,0,0.1962195356,False
210,0,0.06983589386,0.439818181,0,0.02601457538,0.5570019246,0,0.1950681251,False
211,0,0.1457372658,0.439818181,0,0.07969222827,0.5570019246,0,0.3206678181,False
212,0,0.0754526628,0.439818181,0,0.02380822299,0.5570019246,0,0.2046632124,False
213,0,0.04780974632,0.439818181,0,0.0261269019,0.5570019246,0,0.1508347726,False
214,0,0.2997444163,0.439818181,0,0.1057432009,0.5570019246,0,0.5982536941,False
215,0,0.2515408465,0.439818181,0,0.1073329625,0.5570019246,0,0.5056611015,False
216,0,0.371778038,0.439818181,0,0.1180132319,0.5570019246,0,0.7311456534,False
217,0,0.2227548645,0.439818181,0,0.1723604443,0.5570019246,0,0.4524083669,False
218,0,0.2685514082,0.439818181,0,0.0786135338,0.5570019246,0,0.5376127423,False
219,0,0.07638233006,0.439818181,0,0.03641131198,0.5570019246,0,0.2061024755,False
220,0,0.03067005598,0.439818181,0,0.02130739987,0.5570019246,0,0.1113030129,False
221,1,0.4997886367,0.439818181,1,0.8537024629,0.5570019246,1,,False
222,0,0.001118624916,0.439818181,0,0.001228326818,0.5570019246,0,0.003933985799,False
223,0,0.003756130436,0.439818181,0,0.00420531754,0.5570019246,0,0.02043753598,False
224,0,0.298906538,0.439818181,0,0.112064329,0.5570019246,0,0.5961427749,False
225,0,0.3433231267,0.439818181,0,0.1272161288,0.5570019246,0,0.6791402802,False
226,0,0.05730684593,0.439818181,0,0.0241982964,0.5570019246,0,0.1695451929,False
227,0,0.4130435427,0.439818181,0,0.1050671424,0.5570019246,0,0.7949529841,False
228,0,0.04995710437,0.439818181,0,0.01298714607,0.5570019246,0,0.1543849549,False
229,1,0.4921148828,0.439818181,1,0.8480820095,0.5570019246,1,,False
230,0,0.1587716391,0.439818181,0,0.02747029185,0.5570019246,0,0.3416810593,False
231,0,0.415418437,0.439818181,0,0.658214853,0.5570019246,1,0.7982153138,False
232,0,0.5526344541,0.439818181,1,0.1388344445,0.5570019246,0,0.936480522,True
233,0,0.05117983256,0.439818181,0,0.01758750731,0.5570019246,0,0.1574553828,False
234,0,0.5031390649,0.439818181,1,0.695886441,0.5570019246,1,0.8984839762,False
235,0,0.1780063502,0.439818181,0,0.07002841945,0.5570019246,0,0.3742084053,False
236,0,0.2098109229,0.439818181,0,0.1132224847,0.5570019246,0,0.4313951257,False
237,0,0.4208123238,0.439818181,0,0.1385015604,0.5570019246,0,0.8057954327,False
238,0,0.2638003639,0.439818181,0,0.07520306247,0.5570019246,0,0.5301285742,False
239,0,0.2203154668,0.439818181,0,0.08106652464,0.5570019246,0,0.4479946268,False
240,0,0.08262152358,0.439818181,0,0.04125741271,0.5570019246,0,0.2172327768,False
241,0,0.3087783155,0.439818181,0,0.1260940345,0.5570019246,0,0.6148531952,False
242,0,0.2424131605,0.439818181,0,0.06286623631,0.5570019246,0,0.4900211092,False
243,0,0.2035741662,0.439818181,0,0.05059494409,0.5570019246,0,0.4208405296,False
244,0,0.2708204602,0.439818181,0,0.1022277879,0.5570019246,0,0.540875072,False
245,0,0.395307807,0.439818181,0,0.110077506,0.5570019246,0,0.7700057571,False
246,0,0.193098267,0.439818181,0,0.04364824566,0.5570019246,0,0.4006908463,False
247,0,0.08878607274,0.439818181,0,0.01350775906,0.5570019246,0,0.2268278641,False
248,0,0.1593557691,0.439818181,0,0.04364092123,0.5570019246,0,0.3425446172,False
249,1,0.6234496617,0.439818181,1,0.7440218739,0.5570019246,1,,False
250,0,0.3526017258,0.439818181,0,0.1334456991,0.5570019246,0,0.6949721742,False
251,0,0.3074452824,0.439818181,0,0.1099514029,0.5570019246,0,0.6122625216,False
252,0,0.1236591562,0.439818181,0,0.06853485256,0.5570019246,0,0.2846862406,False
253,0,0.001780469673,0.439818181,0,0.001027568557,0.5570019246,0,0.008443676837,False
254,0,0.005822044399,0.439818181,0,0.009141165024,0.5570019246,0,0.03012857417,False
255,0,0.01258932353,0.439818181,0,0.0106677427,0.5570019246,0,0.05853003262,False
256,0,0.4005827987,0.439818181,0,0.07585176418,0.5570019246,0,0.778353483,False
257,0,0.1539671959,0.439818181,0,0.1634375022,0.5570019246,0,0.3339090386,False
258,0,0.3393836442,0.439818181,0,0.1611699907,0.5570019246,0,0.6721358664,False
259,0,0.346094635,0.439818181,0,0.07712408155,0.5570019246,0,0.6850892343,False
260,0,0.3257837204,0.439818181,0,0.1408038433,0.5570019246,0,0.6470926885,False
261,0,0.2656723877,0.439818181,0,0.06970539965,0.5570019246,0,0.5334868547,False
262,0,0.02376213344,0.439818181,0,0.009473050727,0.5570019246,0,0.09460756093,False
263,1,0.6568431037,0.439818181,1,0.7867089002,0.5570019246,1,,False
264,0,0.03953201128,0.439818181,0,0.01826452349,0.5570019246,0,0.133851468,False
265,0,0.3844716572,0.439818181,0,0.07491232925,0.5570019246,0,0.7522548455,False
266,1,0.6542584946,0.439818181,1,0.8450813768,0.5570019246,1,,False
267,0,0.1699255631,0.439818181,0,0.06595610602,0.5570019246,0,0.3605833813,False
268,0,0.01349714557,0.439818181,0,0.001330627747,0.5570019246,0,0.06140855882,False
269,0,0.1470951283,0.439818181,0,0.03385865152,0.5570019246,0,0.3225868355,False
270,0,0.105512147,0.439818181,0,0.03154958319,0.5570019246,0,0.2554212243,False
271,0,0.1295231645,0.439818181,0,0.03782268535,0.5570019246,0,0.2958165419,False
272,0,0.02688665287,0.439818181,0,0.03236228055,0.5570019246,0,0.1018998273,False
273,0,0.3406841904,0.439818181,0,0.1316250543,0.5570019246,0,0.6746305891,False
274,0,0.3292168672,0.439818181,0,0.1078983721,0.5570019246,0,0.6536173479,False
275,0,0.1109529655,0.439818181,0,0.05590830257,0.5570019246,0,0.2648244099,False
276,0,0.02703439069,0.439818181,0,0.00813260128,0.5570019246,0,0.102091729,False
277,1,0.4470835531,0.439818181,1,0.8140963511,0.5570019246,1,,False
278,0,0.1014618986,0.439818181,0,0.06204268571,0.5570019246,0,0.2483208597,False
279,0,0.2483026839,0.439818181,0,0.07460069695,0.5570019246,0,0.5005757052,False
280,0,0.1734860748,0.439818181,0,0.03117192681,0.5570019246,0,0.3666282863,False
281,0,0.03565918937,0.439818181,0,0.02115742621,0.5570019246,0,0.1247361351,False
282,1,0.4760969366,0.439818181,1,0.8630833261,0.5570019246,1,,False
283,0,0.4234512446,0.439818181,0,0.5133238699,0.5570019246,0,0.8090577624,False
284,0,0.02576465339,0.439818181,0,0.01214929897,0.5570019246,0,0.09921320284,False
285,0,0.1893234203,0.439818181,0,0.09735146384,0.5570019246,0,0.3933985799,False
286,0,0.1908278677,0.439818181,0,0.05228978069,0.5570019246,0,0.3961811552,False
287,0,0.001115701128,0.439818181,0,0.0008300490697,0.5570019246,0,0.003214354251,False
288,0,0.2169672621,0.439818181,0,0.06566586215,0.5570019246,0,0.4427173287,False
289,0,0.3249498781,0.439818181,0,0.1361804739,0.5570019246,0,0.6455574746,False
290,0,0.01349789785,0.439818181,0,0.01782170798,0.5570019246,0,0.06150450969,False
291,0,0.2492170106,0.439818181,0,0.07457494258,0.5570019246,0,0.5022068701,False
292,0,0.2942322528,0.439818181,0,0.08213020631,0.5570019246,0,0.5855881789,False
293,0,0.1452801247,0.439818181,0,0.03218675879,0.5570019246,0,0.319996162,False
294,0,0.003673061039,0.439818181,0,0.001647062718,0.5570019246,0,0.01971790443,False
295,1,0.660129988,0.439818181,1,0.9035103245,0.5570019246,1,,False
296,1,0.3999872341,0.439818181,0,0.7892370062,0.5570019246,1,,False
297,0,0.2541632803,0.439818181,0,0.05601425906,0.5570019246,0,0.5109383995,False
298,0,0.3307111426,0.439818181,0,0.07697444454,0.5570019246,0,0.6557282671,False
299,0,0.006884747908,0.439818181,0,0.004070420915,0.5570019246,0,0.03578967569,False
300,0,0.04632403597,0.439818181,0,0.01421467509,0.5570019246,0,0.1475724429,False
301,0,0.3758921952,0.439818181,0,0.1014992684,0.5570019246,0,0.7393014776,False
302,0,0.2374469012,0.439818181,0,0.07467224501,0.5570019246,0,0.4788908079,False
303,0,0.009950946876,0.439818181,0,0.003359858488,0.5570019246,0,0.04807138745,False
304,0,0.08459537567,0.439818181,0,0.02656775256,0.5570019246,0,0.2206870083,False
305,0,0.01674683498,0.439818181,0,0.007717666457,0.5570019246,0,0.07407407407,False
306,0,0.03060479949,0.439818181,0,0.02289576529,0.5570019246,0,0.1111111111,False
307,0,0.01671713089,0.439818181,0,0.008316957939,0.5570019246,0,0.07388217233,False
308,0,0.004657361914,0.439818181,0,0.004226545231,0.5570019246,0,0.02437152178,False
309,0,0.1313190424,0.439818181,0,0.08088685162,0.5570019246,0,0.2985031664,False
310,0,0.1946026707,0.439818181,0,0.09398506304,0.5570019246,0,0.4040491268,False
311,0,0.1259524869,0.439818181,0,0.0648991329,0.5570019246,0,0.2886202264,False
312,0,0.02777723417,0.439818181,0,0.01481354074,0.5570019246,0,0.1038188448,False
313,0,0.1129561431,0.439818181,0,0.06047841117,0.5570019246,0,0.2684705431,False
314,0,0.3400049878,0.439818181,0,0.1215732377,0.5570019246,0,0.6737670313,False
315,0,0.5118274837,0.439818181,1,0.1519100197,0.5570019246,0,0.9058721934,True
316,0,0.4968927365,0.439818181,1,0.1317378628,0.5570019246,0,0.8914795625,False
